Herox,twitter.com/IamHerox,11-50,HeroX is a two-sided crowdsourcing marketplace,herox.com,"Vancouver, BC",Canada,Christian Cotichini,https://twitter.com/ChristianGC
HeyTaco!,https://twitter.com/heytaco,1-10,Help people create more vibrant and positive communities.,https://www.heytaco.chat/,"Port Tabacco, MD",USA,Doug Dosberg,https://twitter.com/dosberg
Hippo Education,twitter.com/hippoeducation,11-50,A new-school web based medical education company,www.hippoed.com,"Los Angeles, CA",USA,Aaron Bright,twitter.com/aaronbrightmd
Hireology,twitter.com/hireology,201-500,Hireology is the leading hiring platform in the franchise and retail automotive industries.,https://www.hireology.com/,"Chicago, IL",USA,Adam Robinson,twitter.com/adrobins
HiringThing,twitter.com/hiringthing,11-50,Applicant tracking software,https://www.hiringthing.com/,"Bartonsville, PA",USA,Joshua Siler,twitter.com/joshuasiler
Hirsh Marketing,,11-50,Digital marketing strategy for influencers,https://www.emilyhirsh.com/,"San Francisco, CA",USA,Emily Hirsh,
Hitlist,twitter.com/hitlist_app,1-10,Let us know what you're interested in & we'll bring the best options to you,www.hitlistapp.com,"San Francisco, CA",USA,Gillian Morris,twitter.com/gillianim
HoloMeeting,https://twitter.com/HoloMeetingApp,11-50,Revolutionising Remote Collaboration,https://www.holomeeting.io/,London,UK,Maximilian Doele,
Holstee,twitter.com/holstee,1-10,Mindful Art Subscription.,https://www.holstee.com/,"New York, NY",USA,Michael and David Radparvartwitter.com/daverad,
Honeybadger,twitter.com/honeybadgerapp,1-10,"Diagnose and fix application errors, faster.",https://www.honeybadger.io/,"Kirkland, WA",USA,Starr Horne/ Ben Curtistwitter.com/StarrHorne,
Hopper,twitter.com/hopper,201-500,Revolutionizing how millions of people book their travel,http://www.hopper.com/,"Montreal, QC",USA,Frederic Lalonde,
Hotjar,twitter.com/hotjar,51-200,See how visitors are really using your website,https://www.hotjar.com/,Valletta,Malta,Dr David Darmanin,twitter.com/daviddarmanin
Hubstaff,twitter.com/Hubstaff,11-50,time tracking software with screenshots and activity levels.,https://hubstaff.com/?ab=mv,"Indianapolis, IN",USA,Dave Nevogt,twitter.com/dnevogt
Hudl,twitter.com/Hudl,501-1000,Tools for coaches and athletes to review game footage to improve team play,hudl.com,"Lincoln, NE",USA,David Graff,twitter.com/dghudl
Hugging Face,https://twitter.com/huggingface,11-50,AI friend,https://huggingface.co/,"New York, NY",USA,Clement Delangue,twitter.com/ClementDelangue
Hugo,twitter.com/hugo_events,1-10,Hugo is to events what Tripadvisor is to hotels.,https://www.hugo.events/en,Amsterdam,Netherlands,,
Human Made,twitter.com/humanmadeltd,51-200,WordPress Development,https://hmn.md/,"Matlock, Derbyshire",UK,Tom Willmot,twitter.com/tomwillmot
Ibotta,twitter.com/IbottaApp,501-1000,"Save consumers time and money, by creating a single starting point for all rewarded shopping.",https://ibotta.com/,"Denver, CO",USA,Bryan Leach,https://twitter.com/bryan_leach
ICUC,twitter.com/icuc,501-1000,Social media management services company,https://icuc.social/,"Montreal, Quebec",Canada,Keith Bilous,twitter.com/keithbilous
Idego Group,https://twitter.com/idegogroup,51-200,Premium Software House,https://idego-group.com/,Gdynia,Poland,Piotr Groza,
Igalia,twitter.com/igalia,51-200,Open source consultancy specialized in the development of innovative projects,http://www.igalia.com/,"Coruña, Galicia",Spain,Juan José Sánchez Penas,
Import2,twitter.com/importto,1-10,"Simple, easy-to-use data import tool",https://www.import2.com,"Sunnyvale, CA",USA,Anton Litvinenko,https://twitter.com/shmonder
Incsub,twitter.com/incsub,51-200,We are behind WordPress projects WPMU DEV and Edublogs,incsub.com/,"Albert Park, Victoria",USA,James Farmer,twitter.com/jamesfarmer
Indie Localizers,twitter.com/IndieLocalizers,11-50,"We are hiring: SEOs, devs, testers",indielocalization.com,"Jersey City, NJ",USA,Artem Nedrya,twitter.com/T9n_Design
InFlight,N/A,11-50,Modernize your existing systems,"https://www.inflightintegration.comEasthampton, MA",,USA,James La Brash,
Influx,twitter.com/influxdotcom,201-500,Outsourced customer support.,https://influx.com/,Melbourne,Australia,Leni Mayo,twitter.com/lenidot
InfluxData,twitter.com/influxdb,51-200,"Data platform for sensors, machines and IoT.",https://www.influxdata.com/,"San Francisco, CA",USA,Evan Kaplan,twitter.com/evankaplan
Innolitics,twitter.com/innolitics,11-50,Medical imaging,https://innolitics.com/,"Austin, TX",USA,John Giese,https://twitter.com/jdavidgiese
Inpsyde GmbH,twitter.com/inpsyde_gmbh,51-200,Enterprise solutions with the world's most popular open-source CMS,http://inpsyde.com/en/,Gladbach,USA,Alexander Frison,
Input,twitter.com/input,1-10,One place for your most important work,https://www.input.com/,"San Francisco, CA",USA,Jeffrey Wong,https://twitter.com/jeffwongdesign
Inspired HR,twitter.com/InspiredHRltd,11-50,"Greatest impact on workplace productivity, employee engagement & risk mitigation",inspiredhr.ca/,"Calgary, AL",Canada,Debby Carreau,twitter.com/DebbyCarreau
Instinct Science,N/A,11-50,Helps veterinary hospitals,https://www.instinct.vet/,"Philadelphia, PA",USA,Caleb Frankel,
Instructure,twitter.com/Instructure,"1,001-5,000",Makes software that makes people smarter.,https://www.instructure.com/,"Salt Lake City, UT",USA,Steve Daly,
Intellum,twitter.com/intellum,51-200,"Intellum provides web based learning management system software, custom courseware",http://www.intellum.com/,"Atlanta, GA",USA,Chip Ramsey,
,,,,,,,Karen Peacock,
Intercom,twitter.com/intercom,"501-1,000","Intercom is a fundamentally new way for internet businesses to communicate with customers,",https://www.intercom.com/,"San Francisco, CA",USA,,https://twitter.com/karenpeacock
Interfolio,twitter.com/Interfolio,51-200,The first ever faculty information system.,https://www.interfolio.com/,"Washington, DC",USA,Andrew Rosen,
Intevity,https://twitter.com/intevity,51-200,Intevity is a digitally-focused management consultancy.,"https://www.intevity.com/careersBoston, MA",,USA,Benjamin Elmore,https://twitter.com/trappedintime
Intridea/Mobomo,twitter.com/mobomoapps,51-200,"Strategists, designers, developers & creators: this is who we are.",http://www.intridea.com/,"Vienna, Virginia",USA,Brian Lacey,
INTUO/Unit4,https://twitter.com/Unit4global,51-200,Talent Management System,https://www.intuo.io/,Ghent,Belgium,Tim Clauwaert,twitter.com/clauwaerttim
Inuka,twitter.com/inuka_io,11-50,Wellbeing support from a personal coach,https://www.inuka.io/,Amsterdam,NL,Robin Van Dalen,https://twitter.com/robinmukuru
InVision,twitter.com/InVisionApp,501-1000,The Digital Product Design platform powering the world’s best user experiences,invisionapp.com/,"New York, NY",USA,Clark Valberg,twitter.com/clarkvalberg
Iridium Technology,twitter.com/iridiumtek,51-200,Business intelligence and dashboard solutions to leading law firms,"https://www.iridium-technology.com/Reno, NV",,USA,Tom Jones,
IVPN,twitter.com/ivpnnet,11-50,Take control of who has access to your private data,https://www.ivpn.net/,Gibraltar,Gibraltar,Nicholas Pestell,
iwantmyname,twitter.com/iwantmyname,11-50,Pure domain management service offering domain registration and DNS hosting.,https://iwantmyname.com/,Wellington,New Zealand,,
,,,,,,,,Missing your company?
From Remotive.com,"Browse 2,000 remote jobs on",,,,,,,
,,,https://remotive.com,,��, ������,,Hiring remotely?
with ♥,Remotive! ➡➡➡,,,,,,,Email me at
,,,,,,,,hello@remotive.io
,,Nb. of,,,,,,
Company name,Company Twitter,,What do they do (Verbatim - 10 words max.),Link to website,HQ City,HQ Country,CEO name,CEO's Twitter
,,Employees,,,,,,
,��,"Hire anywhere, thrive everywhere with Oyster - Reliable, compliant global employment: - Check it out here!",,,,,,
Remote Health by SafetyWing,Health Insurance for Global Teams,,Learn more!,,,,,
Jackson River,twitter.com/jacksonriver,11-50,A Next Generation Digital Engagement Platform - Springboard - Fundraising.,jacksonriver.com,"Washington, DC",USA,Tom Williamson,
Jatheon,twitter.com/Jatheon,51-200,Communication data archiving and social media monitoring solutions,https://jatheon.com,Toronto,Canada,Marko Dinic,https://twitter.com/mdinic
JBS Customer Software,https://twitter.com/jbsSoftware,51-200,Project-Based Custom Applications and Software Solutions,"https://www.jbssolutions.com/ Chadds Ford, PA",,USA,John Becker,
Jim's Mowing,twitter.com/jimsmowing_uk,"1,001-5,000",We mow the lawns of Australia,"http://www.jimsmowing.com.auMooroolbark, VictoriaAustralia",,,Jim Penman,https://twitter.com/Thejimpenman
Jitbit,twitter.com/jitbit,1-10,Helpdesk software,https://www.jitbit.com/,Edinburgh,Scotland,Alex Jumašev,twitter.com/jitbit
Jolly Good Code,twitter.com/jollygoodcode,1-10,Ruby on Rails,http://www.jollygoodcode.com/Singapore,,Singapore,Winston Teo Yong Weitwitter.com/winstonyw,
Kadenze,twitter.com/KadenzeOfficial,11-50,Make digital learning better for the whole world.,https://www.kadenze.com/,"Los Angeles, CA",USA,Ashok Ahuja,
Kalypso LP,twitter.com/KalypsoLP,201-500,Global innovation consulting firm.,kalypso.com/,"Beachwood, OH",USA,George Young,
Kanopi Studios,twitter.com/kanopi_studios,11-50,"Open Source Design, Development & Support","https://www.kanopistudios.comSan Francisco, CA",,USA,Anne Stefanyk,https://twitter.com/Anne_Kanopi
Kantree,twitter.com/kantreeapp,1-10,Visual & flexible project manager,https://kantree.io/,Paris,France,Maxime Bouroumeau,
KBMax,twitter.com/KBMax3DCPQ,11-50,Configure Price Quote & Interactive 3D,kbmax.com,"Austin, TX",USA,Bill Culwell,
Keen,twitter.com/keen_io,51-200,Keen IO is a custom analytics back-end for developers.,https://keen.io/,"San Antonio, TX",USA,Laith Dahiyat,https://twitter.com/laithd
Kehona Health,twitter.com/keonahealth,11-50,Healthcare call center software,http://keonahealth.com/,"Chapel Hill, NC",USA,Oakkar Oakkar,https://twitter.com/oakkar
Kellerkinder,twitter.com/KellerkinderDE,11-50,Specialists for Shopware plugin development,https://www.kellerkinder.de,Hockenheim,Germany,Siegmund Miodu szewski,
KeyCDN,twitter.com/keycdn,11-50,high-performance content delivery network,https://www.keycdn.com/careersWollerau,,Switzerland,Jonas Krummenacher https://twitter.com/jkrummenacher,
Khan Academy,twitter.com/khanacademy,51-200,"Learn for free about math, art, computer programming, economics and more","https://www.khanacademy.orgPalo Alto, CA",,USA,Salman Khan,twitter.com/salkhanacademy
KickBack Rewards systems,N/A,51-200,Rewards programs and loyalty solutions,"https://kickbacksystems.com/ Twin Falls, ID",,USA,Pat Lewis,
Kiprosh,https://twitter.com/KiproshHQ,11-50,Software product development firm building powerful Web & Mobile apps,http://kiprosh.com/,Mumbai,India,Rohan Daxini,twitter.com/rohan_daxini
KissMetrics,twitter.com/Kissmetrics,11-50,Kissmetrics is a revolutionary person-based analytics platform for your whole team.,https://www.kissmetrics.io/,"San Francisco, CA",USA,Ryan Salomon,
KIZEN,N/A,11-50,"Next-generation technology and AI for marketing, sales, and service teams",https://kizen.com/,"Austin, TX",USA,John Winner,
Knack,twitter.com/knackhq,11-50,Knack is the easiest way to build your own app,https://www.knack.com/,"Philadelphia, PA",USA,Brandon Griggs,twitter.com/bigboxofbrandon
Knock Homes,https://twitter.com/knockdotcom,11-50,Trade-In Your House Today,https://www.knock.com/jobs,"Atlanta, GA",USA,Sean Black,https://twitter.com/SeanBlack
KnownFour,twitter.com/KnownFourLtd,11-50,"UK based Specialist Tech, Regulatory, Saas, CleanTech, Finance Recruitment Business",http://www.knownfour.com,London,UK,Annil Chandel,https://twitter.com/Annilc/
Koding,twitter.com/koding,11-50,It's a dev environment automation platform,http://koding.com,"San Francisco, CA",USA,Devrim Yasar,twitter.com/devrimyasar
Komodo Platform,twitter.com/komodoplatform,51-200,Open-Source Infrastructure For An Interoperable Blockchain Ecosystem,https://komodoplatform.com/,San Gwann,Malta,Gültekin Çetiner,https://twitter.com/drcetiner
Komoot,twitter.com/komoot,51-200,Better Planning and Navigation for Hikers and Bikers,https://www.komoot.com/,Berlin,Germany,Jonas Spengler,https://twitter.com/jonaskmt
Kontist,twitter.com/kontist,51-200,Give freelancers the peace of mind they deserve in the 21st century,https://kontist.com/,Berlin,Germany,Christopher Plantener https://twitter.com/Zielgut,
Kraken,twitter.com/krakenfx,1001-5000,Kraken Digital Asset Exchange,https://www.kraken.com/,"San Francisco, CA",USA,Jesse Powell,https://twitter.com/jespow
Kuali,https://twitter.com/kuali,51-200,Simplify Higher Ed Administration,"https://www.kuali.co/about/#careersLehi, UT",,USA,Joel Dehlin,https://twitter.com/JoelDehlin
Kyero,twitter.com/kyero,11-50,Real estate portal for international buyers,kyero.com,"Bath, Somerset",UK,Louise Dell,
Language Drops,twitter.com/language_drops,11-50,Language learning made easy.,https://languagedrops.com/,Tallinn,Estonia,Daniel Farkas,https://twitter.com/farkasdan
Later,twitter.com/latermedia,51-200,#1 Instagram Marketing Platform for Visual Marketers,later.com,"Vancouver, BC",Canada,Roger Patterson,https://twitter.com/roger_patterson
Last Call Media,twitter.com/lastcallmedia,11-50,"Digital Destination: Strategy, Design, Solution. All Aboard!",lastcallmedia.com/,"Northampton, MA",USA,Kelly Albrecht,https://twitter.com/KSAlbrecht
LaterPay,twitter.com/LaterPay,51-200,Letting merchants sell digital content for micropayments,www.laterpay.net/,"New York, NY",USA,Cosmin Ene,twitter.com/cosmoene
Launch Potato,twitter.com/launchpotato,51-200,"Startup studio leveraging data, science and fund to build awesome, profitable digital companies. launchpotato.com",,"Delray Beach, FL",USA,Greg Van Horn,twitter.com/domydeal
Lazy Eight,twitter.com/lazyeightdesign,11-50,A creative agency on the cloud.,http://www.lazyeight.design/,New Delhi,India,Rohit Dhamija,
Leadfeeder,https://twitter.com/leadfeeder/,51-200,Sales leads from Google Analytics,https://www.leadfeeder.com/,Helsinki,Finland,Pekka Koskinen,https://twitter.com/pekkakoskinen
LearnZillion,twitter.com/learnzillion,51-200,EdTech; curriculum and prof. dev for K12,https://learnzillion.com,"Washington, DC",USA,Eric Westendorf,twitter.com/ericwestendorf
Let's Encrypt,twitter.com/letsencrypt,11-50,"Free, automated and open certificate authority for the public’s benefit.",https://letsencrypt.org/,"San Francisco, CA",USA,Josh Aas,https://twitter.com/0xjosh
Lightbend,twitter.com/lightbend,51-200,Dedicated to helping developers build Reactive applications on the JVM.,http://www.lightbend.com/,"San Francisco, CA",USA,Mark Brewer,twitter.com/mabrewer7
Linaro,twitter.com/LinaroOrg,201-500,Not-for-profit engineering organization,www.linaro.org/,Cambridge,UK,Li Gong,https://twitter.com/ligongsv
Lincoln Loop,twitter.com/lincolnloop,1-10,Full service web studio offering user experience & development,https://lincolnloop.com/,"Chicago, IL",USA,Peter Baumgartner,twitter.com/ipmb
LitCharts,twitter.com/litcharts,1-10,Browse 527 LitCharts Literature Guides,https://www.litcharts.com/,"New York, NY",USA,Ben Florman and Justin Kestler,
Litmus,twitter.com/litmusapp,51-200,Litmus tests and tracks your email campaigns so you can always put your best design forward.,https://litmus.com/,"Cambridge, MA",USA,Erik Nierenberg,https://twitter.com/eriknierenberg
Littlelines,twitter.com/littlelines,1-10,Connecting the dots since 2007 - Ruby on Rails & Elixir,https://littlelines.com/,Seattle,USA,Matt Sears,https://twitter.com/tufenifefof
LiveMentor,twitter.com/_livementor,11-50,Online education website,https://www.livementor.com/,Paris,France,Alexandre Dana,twitter.com/alexandredana
Living Social,twitter.com/LivingSocial,501-1000,Online marketplace that allows clients to buy and share things to do in their city,https://www.livingsocial.com,"Washington, DC",USA,Edward Frederick,
Localistico,twitter.com/localistico,11-50,Localistico make local businesses easier to find online.,http://localistico.com/,London,UK,Ricardo Varela,twitter.com/phobeo
Locus Health,twitter.com/locus_health,51-200,Remote care solutions for population health,"https://www.locushealth.com/ Charlottesville, VA",,USA,Kirby Farrell,
log,twitter.com/log_oscon,1-10,WordPress and User Experience,https://log.pt/,Lisbon,Portugal,João Gomes,
Logikcull,twitter.com/logikcull,51-200,We're putting an end to eDiscovery with Discovery Automation,https://logikcull.com/jobs/,"San Francisco, CA",USA,Andy Wilson,https://twitter.com/iDedupe
Logmein,twitter.com/LogMeIn,1001-5000,Get In and go with remote access from LogMeIn,https://secure.logmein.com/,"Boston, MA",USA,William Wagner,https://twitter.com/B_Wagner
,,,,,,,,Missing your company?
From Remotive.com,"Browse 2,000 remote jobs on",,,,,,,
,,,https://remotive.com,,��, ������,,Hiring remotely?
with ♥,Remotive! ➡➡➡,,,,,,,Email me at
,,,,,,,,hello@remotive.io
,,Nb. of,,,,,,
Company name,Company Twitter,,What do they do (Verbatim - 10 words max.),Link to website,HQ City,HQ Country,CEO name,CEO's Twitter
,,Employees,,,,,,
,��,"Hire anywhere, thrive everywhere with Oyster - Reliable, compliant global employment: - Check it out here!",,,,,,
Remote Health by SafetyWing,Health Insurance for Global Teams,,Learn more!,,,,,
Loom,https://twitter.com/loom,51-200,Faster than typing. We create simple software for you to be your most authentic self,https://www.useloom.com/,"San Francisco, CA",USA,Joe Thomas,https://twitter.com/yoyo_thomas
Loot Crate,twitter.com/lootcrate,1-10,Loot Crate is the worldwide leader in fan subscription boxes.,https://www.lootcrate.com,"Los Angeles, CA",USA,Chris Davis,
LoveToKnow,twitter.com/lovetoknow,51-200,Provides expert advice on the topics you need.,http://www.lovetoknow.com/,Anywhere,USA,Howard Love,twitter.com/howardlove
Loyal,twitter.com/loyalhealth,11-50,Transparency tools for health systems,https://www.loyalhealth.com,"Atlanta, GA",USA,Chad mallory,https://twitter.com/chadmallory
Lullabot,twitter.com/lullabot,51-200,"Top strategy, design, and development agency specializing in high-performance projects",https://www.lullabot.com/,"Providence, RI",USA,Seth Brown,
Lynx Technology Partners,twitter.com/lynxpartners,51-200,Regulatory compliance tools,https://lynxgrc.com/,"Pittsburgh, PA",USA,Gina Mahin,
MailerLite,twitter.com/mailerlite,51-200,Advanced email marketing made simple.,https://www.mailerlite.com,Vilnius,Lithuania,Ignas Rubezius,https://twitter.com/ignasR
mailparser.io,twitter.com/mailparser,1-10,Liberate Data Trapped Inside E-mails,https://mailparser.io/,"Edina, Minnesota",USA,,
Mailprotector,twitter.com/mailprotector,11-50,Providing vital email services,"https://www.mailprotector.com/Greenville, SC",,USA,David Setzer,
MailTag.io,twitter.com/MailTagio,1-10,"Helping sales professionals make more sales, in less time.",https://www.mailtag.io/,NY,USA,Alex Edson,
Manage Flitter,twitter.com/ManageFlitter,11-50,easy to use tools to empower you to work smarter and faster with Twitter,https://manageflitter.com/careersSydney,,Australia,Kevin Garber,https://twitter.com/ke_ga
Mapbox,twitter.com/mapbox,201-500,Map integration tools for various platforms.,https://www.mapbox.com/,Washington,USA,Peter Sirota,https://twitter.com/petersirota
MariaDB,twitter.com/mariadb,201-500,MariaDB and MySQL development and support,https://mariadb.com,"Redwood City, CA",USA,Michael Howard,
Marketade,twitter.com/marketade,1-10,Lean UX consulting,https://www.marketade.com/,"Washington, DC",USA,John Nicholson,
MarketGoo,twitter.com/mktgoo,11-50,Easy SEO Tools for SMBs,www.marketgoo.com,Madrid,Spain,Wences Garcia,twitter.com/wencesg
MarkIT.eu,twitter.com/markit_eu,51-200,MarkIT is an online IT purchasing system for companies.,http://markit.eu/,Tallinn,Estonia,Andres Agasild,
MarsBased,twitter.com/MarsBased,11-50,Design & development consultancy,https://marsbased.com/jobs/,Barcelona,Spain,Àlex Rodríguez Bacardithttp://www.twitter.com/lexrodba,
Marvel Prototyping,twitter.com/marvelapp,10-50,Enable everyone to bring their ideas to life with Marvel,https://marvelapp.com/,London,UK,Murat Mutlu,https://twitter.com/mutlu82
Mattermost,https://twitter.com/Mattermost,51-200,"Open source, private cloud Slack-alternative","https://jobs.lever.co/mattermost/Palo Alto, CA",,USA,Ian Tien,https://twitter.com/iantien
Mavens,twitter.com/mavens,51-200,Cloud software solutions that are connecting,https://mavens.com/,"Chicago, IL",USA,Prasad Kanumury,twitter.com/pkanumury
MCF Technology Solutions,twitter.com/MCFTechnology,51-200,"MCF Technology Solutions (MCFTech) delivers Services, Strategy..",https://www.mcftech.com/,"Lorain, OH",USA,Mike Hansborough,
Mealthy,,11-50,Healthy Cooking Made Easy,https://mealthy.com/,"Austin, TX",USA,Casey Musick,https://twitter.com/CaseyMMusick
Mediacurrent,twitter.com/mediacurrent,51-200,Full service Drupal agency,"http://www.mediacurrent.com/Alpharetta, GA",,USA,Dave Terry,
Meet Edgar,twitter.com/meetedgar,11-50,Automates social media marketing by building a library of your best content,https://meetedgar.com/,"Austin, TX",USA,Laura Roeder,twitter.com/lkr
Mega,twitter.com/mega_int,201-500,Help clients engage customers & ultimately grow revenue.,https://www.mega.com,Paris,France,Lucio de Risi,
MercuryWorksCraft,twitter.com/Mercury_Works,11-50,"create apps, solve wicked problems and forge passionate client relationships",mercuryworks.com,"Tampa, FL",USA,Chris Karlo/Donald Bickelhttps://twitter.com/ckarlo,
MetaCommunications,twitter.com/metacomm,11-50,Project management software for the world’s best creative teams.,"https://www.workgroups.com/ Iowa City, IA",,USA,,
MetaLab,twitter.com/metalab,51-200,We make interfaces.,http://metalab.co/,"Victoria, BC",Canada,Andrew Wilkinson,twitter.com/awilkinson
Metamaterial Technologies,twitter.com/metamaterialtec,11-50,MTI's technology solves the world's most challenging problems in optics,www.metamaterial.com/,"Halifax, Nova Scotia Canada",,George Palikaras,twitter.com/palikaras
Meteor,twitter.com/meteorjs,501-1000,Meteor is a complete platform for building web and mobile apps in pure JavaScript.,https://www.meteor.com,"San Francisco, CA",USA,,
MiMedx,twitter.com/MiMedx,501-1000,Regenerative biologics utilizing human placental tissue allografts,https://mimedx.com/,"Marietta, GA",USA,Timothy R. Wright,
Minter.io,twitter.com/minter_io,1-10,Instagram Analytics,https://minter.io/,London,UK,Mike Minter,https://twitter.com/mike_mntr
Mixcloud,twitter.com/mixcloud,11-50,Mixcloud is an online radio channel providing radio content and DJ music.,https://www.mixcloud.com/,London,UK,Nico Perez,https://twitter.com/nicoperez
Mixmax,https://twitter.com/mixmax,11-50,Upgrading email to the 21st century,https://mixmax.com/,"San Francisco, CA",USA,Olof Mathé,twitter.com/olofster
Mobile Jazz,twitter.com/mobilejazzcom,11-50,The #1 Boutique App & Web Development Company,https://mobilejazz.com/jobs,Tallinn,Estonia,Stefan Klumpp,https://twitter.com/stefanklumpp
"Mobility Labs, Inc.",twitter.com/MobilityLabs,11-50,We build digital tools for social good.,"http://www.mobility-labs.com/ Washington, DC",,USA,Sean Perkins,twitter.com/seanperkins1
Mobiquity,twitter.com/mobiquityinc,201-500,Customized mobile solutions at the enterprise level,www.mobiquityinc.com,"Waltham, MA",USA,John Castleman,
Mobomo,twitter.com/MobomoApps,51-200,Software product development,https://www.mobomo.com/,"Vienna, Virginia",USA,Brian Lacey,https://twitter.com/TheBrianLacey
Modern Tribe,twitter.com/ModernTribeInc,51-200,To give consumers the power to make informed purchasing decisions.,https://tri.be,"Minneapolis, MinnesotaUSA",,Shane Pearlman,https://twitter.com/justlikeair
Modus-create,twitter.com/ModusCreate,201-500,digital design-build agency driven by world-class talent.,"https://moduscreate.com/who-we-are/Reston, VA",,USA,Patrick Sheridan,https://twitter.com/sheridap
Moment,twitter.com/moment,51-200,Maker of the world's best products for mobile photography.,"https://www.shopmoment.com/careersSeattle, WA",,USA,Marc Barros,https://twitter.com/marcbarros
Moo.do,twitter.com/moodoapp,1-10,"Organize everything in your life: projects, to-do lists, appointments..",https://www.moo.do/,"Seattle, WA",USA,Jay Meistrich/Grant Watterstwitter.com/jmeistrich,
Moodle,twitter.com/moodle,51-200,Open source Learning Platform,https://moodle.com/,"Perth, WA",Australia,Martin Dougiamas,https://twitter.com/moodler
Moraware,twitter.com/moraware,11-50,Software for countertop fabricators,http://www.moraware.com/,"Reno, NV",USA,Harry Hollander,https://twitter.com/harryhollander
Mosabi,twitter.com/mosabi,1-10,Gamified business e-learning to boost product engagement and financial health,https://mosabi.co,Freetown,Sierra Leone,Chris Czerwonka,twitter.com/chrisczerwonka
Mosalingua,twitter.com/mosalingua,11-50,Method for learning languages on a smartphone,https://www.mosalingua.com/en/Lyon,,France,Luca Sadurny,twitter.com/lucasadurny
MotorLot,twitter.com/motorlot,1-10,Get your auto dealer management software guaranteed to drive sales,motorlot.com/,"Scottsdale, AZ",USA,Korey Bachelder,twitter.com/koreyb
Moveon.org,twitter.com/moveon,51-200,Nonpartisan education and advocacy on important national issues.,https://front.moveon.org/,"Washington, DC",USA,Rahna Epting,https://twitter.com/rahnamepting
Moz,twitter.com/Moz,51-200,SEO Tools,https://moz.com/,"Seattle, WA",USA,Sarah Bird,twitter.com/sarahbird
Mozilla,twitter.com/mozilla,501-1000,Fights to keep the Internet a global public resource open and accessible to all.,https://www.mozilla.org,"Mountain View, CA",USA,Chris Beard,twitter.com/cbeard
Much Better Adventures,twitter.com/muchbetteradven,11-50,Award-winning adventures with the best local guides and hosts around the world.,https://www.muchbetteradventures.com/London,,UK,Alex Narracott,https://twitter.com/alexnarra
Myagi,twitter.com/Myagiapp,11-50,The choo-choo train for retail's Knowledge Supply Chain,https://myagi.com/,"Denver, CO",USA,Simon Turner,
,,,,,,,,Missing your company?
From Remotive.com,"Browse 2,000 remote jobs on",,,,,,,
,,,https://remotive.com,,��, ������,,Hiring remotely?
with ♥,Remotive! ➡➡➡,,,,,,,Email me at
,,,,,,,,hello@remotive.io
,,Nb. of,,,,,,
Company name,Company Twitter,,What do they do (Verbatim - 10 words max.),Link to website,HQ City,HQ Country,CEO name,CEO's Twitter
,,Employees,,,,,,
,��,"Hire anywhere, thrive everywhere with Oyster - Reliable, compliant global employment: - Check it out here!",,,,,,
Remote Health by SafetyWing,Health Insurance for Global Teams,,Learn more!,,,,,
MyOnlineSchool,https://twitter.com/lwe_hub,1-10,"Learning with the experts. Providing certified online courses, taught by bestselling authors.",http://www.my-online-school.co.uk/Oxford,,UK,Elspeth Briscoe,twitter.com/Elspeth
mySociety,twitter.com/mysociety,11-50,Websites that help citizens demand better,https://www.mysociety.org/,London,England,Mark Cridge,twitter.com/markcridge
MySQL,twitter.com/MySQL,"10,001+","The software's official homepage with news, downloads and documentation.",https://www.mysql.com/,"Austin, TX",USA,Larry Ellison,https://twitter.com/larryellison
NationBuilder,twitter.com/NationBuilder,51-200,Software for leaders,"http://nationbuilder.com/job_listLos Angeles, CA",,USA,Lea Endres,https://twitter.com/leaendres
Nav,https://twitter.com/navsmb,51-200,Get matched with the right business loans,https://www.nav.com/,"Draper, UT",USA,Gregg Ott,https://twitter.com/gregott
nClouds,twitter.com/n_Clouds,51-200,nClouds is a leading service provider for dev ops,https://www.nclouds.com/,"San Francisco, CA",USA,JT Giri,https://twitter.com/jtgiri
Nearform,twitter.com/nearForm,51-200,Node.js software consulting,http://www.nearform.com/,,Ireland,Cian Ó Maidín,twitter.com/cianomaidin
Nebulab,twitter.com/nebulab_it,11-50,"Nebulab is specialized in Ruby on Rails, UX Design, and Solidus eCommerce",https://nebulab.it/,Pescara,Italy,Alberto Vena,https://twitter.com/albertovena
Netguru,twitter.com/netguru,501-1000,Web and mobile development shop,https://www.netguru.co/,Poznan,Poland,Wiktor Schmidt,twitter.com/wiktorschmidt
Netlify,twitter.com/netlify,51-200,Automates code; creating highly-performant sites and web-apps.,https://www.netlify.com/,"San Francisco, CA",USA,Mathias Biilmann,https://twitter.com/biilmann
Netsparker,twitter.com/netsparker,51-200,Web Application Security Scanner.,https://www.netsparker.com/jobs/Austin,,Texas,Ferruh Mavituna,https://twitter.com/fmavituna
Network Ninja,twitter.com/networkninja,11-50,Customizable Management Software,https://networkninja.com/,"Chicago, IL",USA,Matthew Bochneak,twitter.com/mattbochneak
New Context,twitter.com/newcontext,51-200,New Context specialize in Lean Security,"https://www.newcontext.com/ San Francisco, CA",,USA,Daniel Riedel,twitter.com/riedelinc
NIFTIT,twitter.com/NIFTIT,11-50,We build all things digital.,https://niftit.com/,"New York, NY",USA,Khoa Quach,twitter.com/niftykhoa
NinjaCat,twitter.com/NinjaCatPPC,51-200,All-in-one reporting solution for leading digital marketing agencies,https://www.ninjacat.io/,"New York, NY",USA,Paul Deraval,
